CIDADE;UF_CIDADE;TIPO
São José da Pedra Menina (Espera Feliz);MG;Distrito
São José da Reserva (Santa Cruz do Sul);RS;Distrito
São José da Safira;MG;
São José da Tapera;AL;
São José da Varginha;MG;
São José da Vitória;BA;
São José das Laranjeiras (Maracaí);SP;Distrito
São José das Lontras (Ipueiras);CE;Distrito
São José das Missões;RS;
São José das Palmeiras;PR;
São José das Torres (Mimoso do Sul);ES;Distrito
São José de Caiana;PB;
São José de Castro (Garibaldi);RS;Distrito
São José de Espinharas;PB;
São José de Fruteiras (Vargem Alta);ES;Distrito
São José de Mantenópolis (Mantenópolis);ES;Distrito
São José de Marimbas (Cachoeira dos Índios);PB;Distrito
São José de Mipibu;RN;
São José de Piranhas;PB;
São José de Princesa;PB;
São José de Ribamar;MA;
São José de Solonópole (Solonópole);CE;Distrito
São José de Ubá;RJ;
São José do Acácio (Engenheiro Caldas);MG;Distrito
São José do Alegre;MG;
São José do Apuí (Alta Floresta);MT;Distrito
São José do Barreiro;SP;
São José do Barreiro (São Roque de Minas);MG;Distrito
São José do Batatal (Ubaporanga);MG;Distrito
São José do Belmonte;PE;
São José do Bonfim;PB;
São José do Brejo do Cruz;PB;
São José do Buriti (Felixlândia);MG;Distrito
São José do Calçado;ES;
São José do Campestre;RN;
São José do Cedro;SC;
São José do Centro (Não-Me-Toque);RS;Distrito
São José do Cerrito;SC;
São José do Colônia (Itambé);BA;Distrito
São José do Divino;MG;
São José do Divino;PI;
São José do Egito;PE;
São José do Goiabal;MG;
São José do Gurupi (Viseu);PA;Distrito
São José do Herval;RS;
São José do Hortêncio;RS;
São José do Iguaçu (São Miguel do Iguaçu);PR;Distrito
São José do Inhacorá;RS;
São José do Itavo (Itaipulândia);PR;Distrito
São José do Itueto (Santa Rita do Itueto);MG;Distrito
São José do Ivaí (Santa Isabel do Ivaí);PR;Distrito
São José do Jacaré (Senhora do Porto);MG;Distrito
São José do Jacuri;MG;
São José do Jacuípe;BA;
São José do Lagamar (Jaguaruana);CE;Distrito
São José do Laranjal (Iraceminha);SC;Distrito
São José do Mantimento;MG;
São José do Mato Dentro (Ouro Fino);MG;Distrito
São José do Norte;RS;
São José do Ouro;RS;
São José do Paraopeba (Brumadinho);MG;Distrito
São José do Peixe;PI;
São José do Piauí;PI;
São José do Pingador (Lambari D'Oeste);MT;Distrito
São José do Piriá (Viseu);PA;Distrito
São José do Planalto (Pedra Preta);MT;Distrito
São José do Povo;MT;
São José do Prado (Vereda);BA;Distrito
São José do Pântano (Pouso Alegre);MG;Distrito
São José do Ribeirão (Bom Jardim);RJ;Distrito
São José do Rio Claro;MT;
São José do Rio Grande (Riachão das Neves);BA;Distrito
São José do Rio Pardo;SP;
São José do Rio Preto;SP;
São José do Sabugi;PB;
São José do Seridó;RN;
São José do Sobradinho (Boa Esperança);ES;Distrito
São José do Sucuriú (Inocência);MS;Distrito
São José do Sul;RS;
São José do Torto (Sobral);CE;Distrito
São José do Triunfo (Viçosa);MG;Distrito
São José do Turvo (Barra do Piraí);RJ;Distrito
São José do Vale do Rio Preto;RJ;
São José do Xingu;MT;
São José dos Ausentes;RS;
São José dos Basílios;MA;
São José dos Campos;SP;
São José dos Campos Borges (Campos Borges);RS;Distrito
São José dos Cordeiros;PB;
São José dos Lopes (Lima Duarte);MG;Distrito
São José dos Pinhais;PR;
São José dos Quatro Marcos;MT;
São José dos Ramos;PB;
São José dos Salgados (Carmo do Cajuru);MG;Distrito
São João;PE;
São João;PR;
São João (Altônia);PR;Distrito
São João (Boa Vista das Missões);RS;Distrito
São João (Conceição do Coité);BA;Distrito
São João (Ererê);CE;Distrito
São João (Goiás);GO;Distrito
São João (Laranjeiras do Sul);PR;Povoado
São João (Redentora);RS;Distrito
São João Batista;MA;
São João Batista;SC;
São João Batista (Vitória das Missões);RS;Distrito
São João Batista do Glória;MG;
São João Bosco (Ciríaco);RS;Distrito
São João Bosco (Uiraúna);PB;Distrito
São João D'Aliança;GO;
São João d'Oeste (Cascavel);PR;Distrito
São João da Baliza;RR;
São João da Barra;RJ;
São João da Boa Vista;SP;
São João da Canabrava;PI;
São João da Chapada (Diamantina);MG;Distrito
São João da Fortaleza (Cícero Dantas);BA;Distrito
São João da Fronteira;PI;
São João da Lagoa;MG;
São João da Mata;MG;
São João da Paraúna;GO;
São João da Ponta;PA;
São João da Ponte;MG;
São João da Sapucaia (Laranjal);MG;Distrito
São João da Serra;PI;
São João da Serra (Santos Dumont);MG;Distrito
São João da Urtiga;RS;
São João da Varjota;PI;
São João da Vereda (Montes Claros);MG;Distrito
São João da Vitória (Vitória da Conquista);BA;Povoado
São João das Duas Pontes;SP;
São João das Missões;MG;
São João das Missões (São Miguel das Missões);RS;Distrito
São João de Cortes (Alcântara);MA;Distrito
São João de Deus (Russas);CE;Distrito
São João de Iracema;SP;
São João de Itaguaçu (Urupês);SP;Distrito
São João de Meriti;RJ;
São João de Petrópolis (Santa Teresa);ES;Distrito
São João de Pirabas;PA;
São João de Viçosa (Venda Nova do Imigrante);ES;Distrito
São João Del Rei;MG;
São João do Acangata (Portel);PA;Distrito
São João do Amanari (Maranguape);CE;Distrito
São João do Apore (Paranaíba);MS;Distrito
São João do Araguaia;PA;
São João do Arraial;PI;
São João do Bonito (Mato Verde);MG;Distrito
São João do Caiuá;PR;
São João do Cariri;PB;
São João do Carú;MA;
São João do Ferraz (Vertentes);PE;Povoado
São João do Itaperiú;SC;
São João do Ivaí;PR;
São João do Jacutinga (Caratinga);MG;Distrito
São João do Jaguaribe;CE;
São João do Manhuaçu;MG;
São João do Manteninha;MG;
São João do Marinheiro (Cardoso);SP;Distrito
São João do Norte (Alegre);ES;Distrito
São João do Oeste;SC;
São João do Oriente;MG;
São João do Pacuí;MG;
São João do Paraíso;MA;
São João do Paraíso;MG;
São João do Paraíso (Cambuci);RJ;Distrito
São João do Pau d'Alho;SP;
São João do Piauí;PI;
São João do Pinhal (São Jerônimo da Serra);PR;Distrito
São João do Piriá (Paragominas);PA;Povoado
São João do Polêsine;RS;
São João do Príncipe (Iúna);ES;Distrito
São João do Rio do Peixe;PB;
São João do Sabugi;RN;
São João do Sobrado (Pinheiros);ES;Distrito
São João do Soter;MA;
São João do Sul;SC;
São João do Tigre;PB;
São João do Triunfo;PR;
São João dos Mellos (Júlio de Castilhos);RS;Distrito
São João dos Patos;MA;
São João dos Queiroz (Quixadá);CE;Distrito
São João dos Ramos (São Caetano de Odivelas);PA;Distrito
São João Evangelista;MG;
São João Marcos (Rio Claro);RJ;Distrito
São João Nepomuceno;MG;
São Judas Tadeu (Santo Antônio do Paraíso);PR;Distrito
São Judas Tadeu de Minas (Luislândia);MG;Distrito
São Julião;PI;
São Leonardo (Alfredo Wagner);SC;Distrito
São Leonardo (Londrina);PR;Povoado
São Leopoldo;RS;
São Lorenço (Goiana);PE;Povoado
São Lourenço;MG;
São Lourenço (Castro);PR;Povoado
São Lourenço (Cianorte);PR;Distrito
São Lourenço da Mata;PE;
São Lourenço da Serra;SP;
São Lourenço das Missões (São Luiz Gonzaga);RS;Distrito
São Lourenço de Fátima (Juscimeira);MT;Distrito
São Lourenço do Oeste;SC;
São Lourenço do Piauí;PI;
São Lourenço do Sul;RS;
São Ludgero;SC;
São Luiz;RR;
São Luiz (Capanema);PR;Distrito
São Luiz (Chopinzinho);PR;Distrito
São Luiz (Clevelândia);PR;Distrito
São Luiz (Estrela Velha);RS;Distrito
São Luiz (Ibiraiaras);RS;Distrito
São Luiz (Londrina);PR;Distrito
São Luiz (Marialva);PR;Distrito
São Luiz (Mariluz);PR;Distrito
São Luiz (Paranaguá);PR;Povoado
São Luiz (Planalto);RS;Distrito
São Luiz do Guaricanga (Presidente Alves);SP;Distrito
São Luiz do Norte;GO;
São Luiz do Oeste (Toledo);PR;Distrito
São Luiz do Paraitinga;SP;
São Luiz do Purunã (Balsa Nova);PR;Distrito
São Luiz do Tapajós (Itaituba);PA;Distrito
São Luiz do Tocantins (Niquelândia);GO;Distrito
São Luiz Gonzaga;RS;
São Luís;MA;
São Luís de Montes Belos;GO;
São Luís do Curu;CE;
São Luís do Piauí;PI;
São Luís do Quitunde;AL;
São Luís Gonzaga do Maranhão;MA;
São Luís Rei (Cacique Doble);RS;Distrito
São Lázaro (Panelas);PE;Distrito
São Mamede;PB;
São Manoel do Boi (Carangola);MG;Povoado
São Manoel do Guaiaçu (Dona Euzébia);MG;Distrito
São Manoel do Paraná;PR;
São Manuel;SP;
São Marcos;RS;
São Marcos (Londrina);PR;Povoado
São Marcos (São José dos Pinhais);PR;Distrito
São Marcos (Uruguaiana);RS;Distrito
São Marcos Baixo (Constantina);RS;Distrito
São Martinho;RS;
São Martinho;SC;
São Martinho (Rolândia);PR;Distrito
São Martinho (Santa Cruz do Sul);RS;Distrito
São Martinho D'Oeste (Alto Alegre);SP;Distrito
São Martinho da Serra;RS;
São Mateus;ES;
São Mateus da Palestina (Gararu);SE;Distrito
São Mateus de Minas (Camanducaia);MG;Distrito
São Mateus do Maranhão;MA;
São Mateus do Sul;PR;
São Miguel;RN;
São Miguel (Araucária);PR;Povoado
São Miguel (Chapada);RS;Distrito
São Miguel (Marau);RS;Distrito
São Miguel (Mauriti);CE;Distrito
São Miguel (Quixeramobim);CE;Distrito
São Miguel (São José do Ouro);RS;Distrito
São Miguel (Toledo);PR;Distrito
São Miguel Arcanjo;SP;
São Miguel da Baixa Grande;PI;
São Miguel da Boa Vista;SC;
São Miguel da Serra (Porto União);SC;Distrito
São Miguel das Matas;BA;
São Miguel das Missões;RS;
São Miguel de Pracuuba (Muaná);PA;Distrito
São Miguel de Taipu;PB;
São Miguel do Aleixo;SE;
São Miguel do Anta;MG;
São Miguel do Araguaia;GO;
São Miguel do Cajuru (São João Del Rei);MG;Distrito
São Miguel do Cambui (Marialva);PR;Distrito
São Miguel do Caparaó (Guaçuí);ES;Distrito
São Miguel do Fidalgo;PI;
São Miguel do Gostoso;RN;
São Miguel do Guamá;PA;
São Miguel do Guaporé;RO;
São Miguel do Iguaçu;PR;
São Miguel do Oeste;SC;
São Miguel do Passa Quatro;GO;
São Miguel do Tapuio;PI;
São Miguel do Tocantins;TO;
São Miguel dos Campos;AL;
São Miguel dos Macacos (Breves);PA;Distrito
São Miguel dos Milagres;AL;
São Nicolau;RS;
São Patrício;GO;
São Paulinho (Acopiara);CE;Distrito
São Paulinho (Itamaraju);BA;Distrito
São Paulo;SP;
São Paulo (Ipê);RS;Distrito
São Paulo (Toledo);PR;Povoado
São Paulo das Missões;RS;
São Paulo das Tunas (Giruá);RS;Distrito
São Paulo de Olivença;AM;
São Paulo do Potengi;RN;
São Pedro;RN;
São Pedro;SP;
São Pedro (Ampére);PR;Distrito
São Pedro (Apucarana);PR;Distrito
São Pedro (Bento Gonçalves);RS;Distrito
São Pedro (Campo Largo);PR;Povoado
São Pedro (Dourados);MS;Distrito
São Pedro (Garanhuns);PE;Distrito
São Pedro (Guarapuava);PR;Povoado
São Pedro (Inocência);MS;Distrito
São Pedro (Muniz Freire);ES;Distrito
São Pedro (Paracuru);CE;Distrito
São Pedro (Paranavaí);PR;Povoado
São Pedro (Santa Cruz);PB;Distrito
São Pedro (Tapera);RS;Distrito
São Pedro (Tenente Portela);RS;Distrito
São Pedro da Cipa;MT;
São Pedro da Garça (Montes Claros);MG;Distrito
São Pedro da Serra;RS;
São Pedro da União;MG;
São Pedro da Água Branca;MA;
São Pedro das Missões;RS;
São Pedro das Tabocas (Pedras de Maria da Cruz);MG;Distrito
São Pedro de Alcântara;SC;
São Pedro de Caldas (Caldas);MG;Distrito
São Pedro de Itabapoana (Mimoso do Sul);ES;Distrito
São Pedro de Rates (Guaçuí);ES;Distrito
São Pedro de Viseu (Mocajuba);PA;Distrito
São Pedro do Avaí (Manhuaçu);MG;Distrito
São Pedro do Butiá;RS;
São Pedro do Capim (São Domingos do Capim);PA;Distrito
São Pedro do Florido (Santo Antônio do Sudoeste);PR;Distrito
São Pedro do Gavião (Tururu);CE;Distrito
São Pedro do Glória (Fervedouro);MG;Distrito
São Pedro do Iguaçu;PR;
São Pedro do Iraxim (São José do Ouro);RS;Distrito
São Pedro do Ivaí;PR;
São Pedro do Jequitinhonha (Jequitinhonha);MG;Distrito
São Pedro do Norte (Jucás);CE;Povoado
São Pedro do Norte (Nova Russas);CE;Distrito
São Pedro do Paraná;PR;
São Pedro do Passa Três (Buritis);MG;Distrito
São Pedro do Piauí;PI;
São Pedro do Suaçuí;MG;
São Pedro do Sul;RS;
São Pedro do Turvo;SP;
São Pedro dos Crentes;MA;
São Pedro dos Ferros;MG;
São Pedro Lopei (Cascavel);PR;Povoado
São Pedro Tobias (Dionísio Cerqueira);SC;Distrito
São Rafael;RN;
São Rafael (Linhares);ES;Distrito
São Raimundo (Novo Oriente);CE;Distrito
São Raimundo da Pedra Menina (Dores do Rio Preto);ES;Distrito
São Raimundo das Mangabeiras;MA;
São Raimundo de Borralhos (Santo Antônio do Tauá);PA;Distrito
São Raimundo de Codó (Codó);MA;Distrito
São Raimundo do Araguaia (Brejo Grande do Araguaia);PA;Distrito
São Raimundo do Doca Bezerra;MA;
São Raimundo dos Furtados (Cametá);PA;Distrito
São Raimundo Nonato;PI;
São Roberto;MA;
São Roberto (Maracanã);PA;Distrito
São Roberto (São João da Lagoa);MG;Distrito
São Romão;MG;
São Romão (Altaneira);CE;Distrito
São Romão (Coxim);MS;Distrito
São Roque;SP;
São Roque (Croatá);CE;Distrito
São Roque (Dois Vizinhos);PR;Distrito
São Roque (Marechal Cândido Rondon);PR;Distrito
São Roque (Passo Fundo);RS;Distrito
São Roque (Pinhão);PR;Povoado
São Roque (Realeza);PR;Distrito
São Roque (São Lourenço do Oeste);SC;Distrito
São Roque da Fartura (Águas da Prata);SP;Distrito
São Roque de Minas;MG;
São Roque do Canaã;ES;
São Roque do Chopim (Pato Branco);PR;Distrito
São Roque do Paraguaçu (Maragogipe);BA;Distrito
São Roque do Pinhal (Joaquim Távora);PR;Distrito
São Salvador (Ampére);PR;Distrito
São Salvador do Tocantins;TO;
São Sebastião;AL;
São Sebastião;SP;
São Sebastião (Baturité);CE;Distrito
São Sebastião (Cariús);CE;Distrito
São Sebastião (Castro);PR;Povoado
São Sebastião (Cerro Azul);PR;Distrito
São Sebastião (Esmeralda);RS;Distrito
São Sebastião (Guarapuava);PR;Povoado
São Sebastião (Ibiraiaras);RS;Distrito
São Sebastião (João Pinheiro);MG;Distrito
São Sebastião (São José dos Pinhais);PR;Povoado
São Sebastião (Telêmaco Borba);PR;Povoado
São Sebastião (Vitória da Conquista);BA;Distrito
São Sebastião da Amoreira;PR;
São Sebastião da Barra (Iapu);MG;Distrito
São Sebastião da Bela Vista;MG;
São Sebastião da Boa Vista;PA;
São Sebastião da Grama;SP;
São Sebastião da Serra (Brotas);SP;Distrito
São Sebastião da Vala (Aimorés);MG;Distrito
São Sebastião da Vargem Alegre;MG;
São Sebastião da Vitória (São João Del Rei);MG;Distrito
São Sebastião de Braúnas (Belo Oriente);MG;Distrito
São Sebastião de Campos (Campos dos Goytacazes);RJ;Distrito
São Sebastião de Lagoa de Roça;PB;
São Sebastião de Viçosa (Chaves);PA;Distrito
São Sebastião do Alto;RJ;
São Sebastião do Anta;MG;
São Sebastião do Arvoredo (São Joaquim);SC;Distrito
São Sebastião do Baixio (Periquito);MG;Distrito
São Sebastião do Barreado (Rio Preto);MG;Distrito
São Sebastião do Barreiro (Jampruca);MG;Distrito
São Sebastião do Bonsucesso (Conceição do Mato Dentro);MG;Distrito
São Sebastião do Bugre (Coroaci);MG;Distrito
São Sebastião do Caí;RS;
São Sebastião do Gil (Desterro de Entre Rios);MG;Distrito
São Sebastião do Livramento (Macapá);AP;Povoado
São Sebastião do Maranhão;MG;
São Sebastião do Oeste;MG;
São Sebastião do Paraíba (Cantagalo);RJ;Distrito
São Sebastião do Paraíso;MG;
São Sebastião do Passé;BA;
São Sebastião do Pontal (Carneirinho);MG;Distrito
São Sebastião do Rio Claro (Jussara);GO;Distrito
São Sebastião do Rio Preto;MG;
São Sebastião do Rio Verde;MG;
São Sebastião do Sacramento (Manhuaçu);MG;Distrito
São Sebastião do Soberbo (Santa Cruz do Escalvado);MG;Distrito
São Sebastião do Sul (Lebon Régis);SC;Distrito
São Sebastião do Tocantins;TO;
São Sebastião do Uatumã;AM;
São Sebastião do Umbuzeiro;PB;
São Sebastião do Óculo (Raul Soares);MG;Distrito
São Sebastião dos Ferreiros (Vassouras);RJ;Distrito
São Sebastião dos Poções (Montalvânia);MG;Distrito
São Sebastião dos Robertos (Jacutinga);MG;Distrito
São Sepé;RS;
São Silvestre (Cruzeiro do Oeste);PR;Distrito
São Simão;GO;
São Simão;SP;
São Simão (Mostardas);RS;Distrito
São Thomé das Letras;MG;
São Tiago;MG;
São Tiago (Guaçuí);ES;Distrito
São Timóteo (Livramento de Nossa Senhora);BA;Distrito
São Tomás de Aquino;MG;
São Tomé;PR;
São Tomé;RN;
São Tomé (Itapajé);CE;Distrito
São Tomé (Macapá);AP;Povoado
São Valentim;RS;
São Valentim (Dois Vizinhos);PR;Distrito
São Valentim (Independência);RS;Distrito
São Valentim (Santa Maria);RS;Distrito
São Valentim do Sul;RS;
São Valentin da Gruta (Ametista do Sul);RS;Distrito
São Valério da Natividade;TO;
São Valério do Sul;RS;
São Vendelino;RS;
São Vicente;RN;
São Vicente;SP;
São Vicente (Anápolis);GO;Povoado
São Vicente (Araruna);PR;Distrito
São Vicente (Baldim);MG;Distrito
São Vicente (Cachoeiro de Itapemirim);ES;Distrito
São Vicente (Cuiabá);MT;Distrito
São Vicente (Icó);CE;Distrito
São Vicente (Itapetim);PE;Distrito
São Vicente (Mombaça);CE;Distrito
São Vicente da Estrela (Raul Soares);MG;Distrito
São Vicente de Minas;MG;
São Vicente de Paula (Araruama);RJ;Distrito
São Vicente do Grama (Jequeri);MG;Distrito
São Vicente do Rio Doce (Tarumirim);MG;Distrito
São Vicente do Seridó;PB;
São Vicente do Sul;RS;
São Vicente Ferrer;MA;
São Vicente Ferrer;PE;
São Vítor (Governador Valadares);MG;Distrito
Sério;RS;
Sírio (Santo Cristo);RS;Distrito
Sítio Alegre (Morrinhos);CE;Distrito
Sítio Alto (Arroio do Tigre);RS;Distrito
Sítio Cassemiro (Redentora);RS;Distrito
Sítio D'Abadia;GO;
Sítio da Baraúna (Andorinha);BA;Distrito
Sítio do Herval (Lagoa Vermelha);RS;Distrito
Sítio do Mato;BA;
Sítio do Meio (Castro Alves);BA;Distrito
Sítio do Quinto;BA;
Sítio dos Nunes (Flores);PE;Distrito
Sítio dos Remédios (Bezerros);PE;Povoado
Sítio Gabriel (Miraguaí);RS;Distrito
Sítio Grande (São Desidério);BA;Distrito
Sítio Novo;MA;
Sítio Novo;RN;
Sítio Novo (Catu);BA;Distrito
Sítio Novo do Tocantins;TO;
Sítios Novos (Caucaia);CE;Distrito
Tabainha (Tianguá);CE;Distrito
Tabajara (Inhapim);MG;Distrito
Tabajara (Lavínia);SP;Distrito
Tabajara (Machadinho D'Oeste);RO;Distrito
Tabajara (Salto do Jacuí);RS;Distrito
Tabaporã;MT;
Tabapuã;SP;
Tabatinga;AM;
Tabatinga;SP;
Tabaí;RS;
Tabaúna (Aimorés);MG;Distrito
Tabira;PE;
Taboas (Rio das Flores);RJ;Distrito
Taboca (Cantá);RR;Distrito
Tabocas (Exu);PE;Distrito
Tabocas do Brejo Velho;BA;
Taboleiro (Antonina do Norte);CE;Distrito
Taboleiro do Castro (Varzedo);BA;Distrito
Taboleiro do Pinto (Rio Largo);AL;Povoado
Taboleiro Grande;RN;
Taboquinha (Arapiraca);AL;Povoado
Taboquinha (Belo Jardim);PE;Povoado
Taboquinhas (Itacaré);BA;Distrito
Taboão da Serra;SP;
Taboãozinho (Arroio do Tigre);RS;Distrito
Tabuleiro;MG;
Tabuleiro do Norte;CE;
Tabuão (Bom Jardim de Minas);MG;Distrito
Tacaimbó;PE;
Tacaratu;PE;
Taciba;SP;
Tacima;PB;
Tacuru;MS;
Taguatinga;TO;
Taguaí;SP;
Taguá (Cotegipe);BA;Distrito
Taiaçu;SP;
Tailândia;PA;
Taim (Rio Grande);RS;Distrito
Taim (Santa Vitória do Palmar);RS;Distrito
Tainhas (São Francisco de Paula);RS;Distrito
Taiobeiras;MG;
Taipa (Guarapuava);PR;Povoado
Taipas do Tocantins;TO;
Taipu;RN;
Taió;SC;
Taiúva;SP;
Talismã;TO;
Tamandaré;PE;
Tamandaré (Paranaíba);MS;Distrito
Tamanduá (Concórdia);SC;Distrito
Tamanduá (Marques de Souza);RS;Distrito
Tamanduá (Segredo);RS;Distrito
Tamarana;PR;
Tambarutaca (Paranaguá);PR;Povoado
Tambauzinho (Santa Rita);PB;Povoado
Tambaú;SP;
Tamboara;PR;
Tamboatá (Bom Jardim);PE;Distrito
Tamboril;CE;
Tamboril (Nazaré);TO;Distrito
Tamboril do Piauí;PI;
Tamburil (Morro do Chapéu);BA;Distrito
Tanabi;SP;
Tangará;RN;
Tangará;SC;
Tangará da Serra;MT;
Tangente (Massapê);CE;Distrito
Tanguá;RJ;
Tanhaçu;BA;
Tanque (São José do Ouro);RS;Distrito
Tanque D'Arca;AL;
Tanque do Piauí;PI;
Tanque Grande (Castro);PR;Povoado
Tanque Novo;BA;
Tanques (Maranguape);CE;Distrito
Tanques (Poço Dantas);PB;Distrito
Tanquinho;BA;
Tanquinho do Poço (Andorinha);BA;Distrito
Taparuba;MG;
Tapauá;AM;
Tapejara;PR;
Tapejara;RS;
Tapera;RS;
Tapera (Aquiraz);CE;Distrito
Tapera (Tavares);RS;Distrito
Tapera (Trajano de Moraes);RJ;Distrito
Taperoá;BA;
Taperoá;PB;
Taperuaba (Sobral);CE;Distrito
Tapes;RS;
Tapinas (Itápolis);SP;Distrito
Tapira;PR;
Tapiraim (São Caitano);PE;Distrito
Tapirama (Gongogi);BA;Distrito
Tapiramutá;BA;
Tapiranga (Miguel Calmon);BA;Distrito
Tapirapua (Barra do Bugres);MT;Distrito
Tapiratiba;SP;
Tapiraí;MG;
Tapiraí;SP;
Tapiraípe (Ruy Barbosa);BA;Distrito
Tapui (Toledo);PR;Povoado
Tapuiara (Quixadá);CE;Distrito
Tapuio (Cariré);CE;Distrito
Tapuirama (Uberlândia);MG;Distrito
Tapurah;MT;
Tapúia (Camamu);BA;Distrito
Taquara;RS;
Taquara (Arapiraca);AL;Povoado
Taquara (Castro);PR;Povoado
Taquara Verde (Caçador);SC;Distrito
Taquaral;SP;
Taquaral (Arroio do Tigre);RS;Distrito
Taquaral (Rincão);SP;Distrito
Taquaral (São Lourenço do Sul);RS;Distrito
Taquaral de Goiás;GO;
Taquaral de Guanhães (Guanhães);MG;Distrito
Taquarana;AL;
Taquaras (Rancho Queimado);SC;Distrito
Taquaraçu de Minas;MG;
Taquarendi (Mirangaba);BA;Distrito
Taquari;RS;
Taquari (Coxim);MS;Distrito
Taquari dos Polacos (Ponta Grossa);PR;Povoado
Taquari dos Russos (Ponta Grossa);PR;Povoado
Taquarichim (Jaguari);RS;Distrito
Taquarinha (Mucuri);BA;Distrito
Taquaritinga;SP;
Taquaritinga do Norte;PE;
Taquarituba;SP;
Taquarivaí;SP;
Taquaruna (Londrina);PR;Povoado
Taquarussu;MS;
